order_id,order_date,product_name,category,quantity,unit_price_inr,region,payment_mode
A-00903,2024-02-28,CrunchTime Chips 150g,Snacks,18,152.81,East Zone,Cash
A-00904,2023-02-13,CrunchTime Biscuits 200g,Snacks,7,468.62,West Zone,Card
A-00905,2023-05-15,FreshWash Detergent Powder 1kg,Home Care,50,480.52,West Zone,UPI
A-00906,2023-04-11,SoftCare Body Wash 250ml,Personal Care,42,353.0,South Zone,Card
A-00907,2023-02-18,FreshWash Dish Soap 500ml,Home Care,21,236.52,West Zone,Card
A-00908,2023-08-05,SoftCare Body Wash 250ml,Personal Care,43,639.85,West Zone,UPI
A-00909,2024-04-19,FreshWash Detergent Powder 1kg,Home Care,36,625.95,West Zone,Card
A-00910,2023-05-02,FreshWash Dish Soap 500ml,Home Care,22,881.02,South Zone,Credit
A-00911,2024-06-12,PureBite Rice 5kg,Staples,22,597.37,South Zone,Cash
A-00912,2023-02-24,SoftCare Body Wash 250ml,Personal Care,37,690.89,South Zone,UPI
A-00913,2024-01-06,SoftCare Shampoo 200ml,Personal Care,16,522.45,West Zone,Card
A-00914,2023-11-28,CrunchTime Chips 150g,Snacks,6,418.91,North Zone,Credit
A-00915,2023-01-16,Sunrich Cooking Oil 5L,Edible Oils,24,71.74,South Zone,Cash
A-00916,2023-03-01,SoftCare Body Wash 250ml,Personal Care,44,318.5,South Zone,Card
A-00917,2023-08-28,SoftCare Body Wash 250ml,Personal Care,29,373.21,South Zone,UPI
A-00918,2023-05-29,PureBite Rice 5kg,Staples,46,715.51,North Zone,Credit
A-00919,2023-05-14,SoftCare Body Wash 250ml,Personal Care,43,538.77,North Zone,Cash
A-00920,2023-08-23,PureBite Rice 5kg,Staples,47,899.57,West Zone,UPI
A-00921,2023-07-06,Sunrich Cooking Oil 5L,Edible Oils,29,566.27,East Zone,Cash
A-00922,2023-06-29,Sunrich Cooking Oil 5L,Edible Oils,17,392.97,East Zone,Cash
A-00923,2023-06-02,FreshWash Dish Soap 500ml,Home Care,11,782.76,East Zone,UPI
A-00924,2023-09-26,SoftCare Body Wash 250ml,Personal Care,47,174.18,West Zone,Card
A-00925,2023-08-07,FreshWash Dish Soap 500ml,Home Care,29,153.26,East Zone,Card
A-00926,2023-06-08,SoftCare Shampoo 200ml,Personal Care,31,883.45,East Zone,Cash
A-00927,2024-06-21,GoldTea Premium 250g,Beverages,12,880.92,East Zone,Card
A-00928,2024-01-04,FreshWash Detergent Powder 1kg,Home Care,9,801.39,West Zone,Card
A-00929,2023-01-03,PureBite Atta 5kg,Staples,50,507.29,West Zone,Card
A-00930,2024-05-26,FreshWash Dish Soap 500ml,Home Care,7,747.66,East Zone,Card
A-00931,2023-02-25,GoldTea Green Tea 100g,Beverages,44,719.99,North Zone,Cash
A-00932,2024-03-16,CrunchTime Biscuits 200g,Snacks,6,746.96,South Zone,Card
A-00933,2023-11-09,GoldTea Green Tea 100g,Beverages,30,79.54,East Zone,Cash
A-00934,2023-07-23,CrunchTime Biscuits 200g,Snacks,20,649.95,East Zone,UPI
A-00935,2024-01-27,FreshWash Dish Soap 500ml,Home Care,50,77.32,East Zone,Card
A-00936,2024-06-12,GoldTea Premium 250g,Beverages,16,577.81,East Zone,Card
A-00937,2024-01-12,CrunchTime Biscuits 200g,Snacks,12,66.38,West Zone,Card
A-00938,2024-01-17,CrunchTime Chips 150g,Snacks,30,182.24,North Zone,Cash
A-00939,2023-07-08,Sunrich Cooking Oil 1L,Edible Oils,39,91.61,South Zone,UPI
A-00940,2023-06-11,PureBite Rice 5kg,Staples,7,475.59,West Zone,Card
A-00941,2024-04-01,FreshWash Detergent Powder 1kg,Home Care,9,426.21,West Zone,Card
A-00942,2024-02-18,CrunchTime Biscuits 200g,Snacks,21,514.82,East Zone,Cash
A-00943,2023-05-01,SoftCare Body Wash 250ml,Personal Care,48,831.89,East Zone,Cash
A-00944,2023-04-14,SoftCare Shampoo 200ml,Personal Care,2,502.86,South Zone,Credit
A-00945,2023-10-08,GoldTea Green Tea 100g,Beverages,4,165.09,North Zone,UPI
A-00946,2023-02-14,SoftCare Body Wash 250ml,Personal Care,30,601.21,East Zone,UPI
A-00947,2023-12-28,PureBite Rice 5kg,Staples,21,799.14,West Zone,UPI
A-00948,2023-03-14,GoldTea Green Tea 100g,Beverages,29,275.43,East Zone,Cash
A-00949,2024-06-25,SoftCare Shampoo 200ml,Personal Care,3,74.61,East Zone,Card
A-00950,2023-04-16,Sunrich Cooking Oil 5L,Edible Oils,9,831.06,South Zone,Credit
A-00951,2023-02-22,PureBite Rice 5kg,Staples,1,840.38,South Zone,Cash
A-00952,2023-06-02,FreshWash Detergent Powder 1kg,Home Care,25,496.88,South Zone,Credit
A-00953,2023-11-08,Sunrich Cooking Oil 1L,Edible Oils,15,625.15,West Zone,Cash
A-00954,2024-06-25,PureBite Atta 5kg,Staples,40,427.55,East Zone,Cash
A-00955,2023-06-02,PureBite Rice 5kg,Staples,32,514.63,North Zone,UPI
A-00956,2023-01-29,SoftCare Shampoo 200ml,Personal Care,24,527.51,West Zone,Cash
A-00957,2023-08-27,Sunrich Cooking Oil 5L,Edible Oils,37,384.2,East Zone,Credit
A-00958,2023-11-12,CrunchTime Biscuits 200g,Snacks,36,841.32,East Zone,Credit
A-00959,2023-03-19,PureBite Rice 5kg,Staples,14,750.35,West Zone,Cash
A-00960,2023-08-02,CrunchTime Biscuits 200g,Snacks,28,830.75,South Zone,Card
A-00961,2023-01-16,SoftCare Shampoo 200ml,Personal Care,18,286.32,West Zone,UPI
A-00962,2023-06-23,SoftCare Shampoo 200ml,Personal Care,39,665.68,West Zone,Credit
A-00963,2023-11-27,Sunrich Cooking Oil 1L,Edible Oils,7,440.76,South Zone,Cash
A-00964,2024-01-14,SoftCare Body Wash 250ml,Personal Care,12,238.65,,UPI
A-00965,2023-04-26,GoldTea Green Tea 100g,Beverages,25,554.0,East Zone,UPI
A-00966,2023-01-24,GoldTea Premium 250g,Beverages,10,191.22,North Zone,Credit
A-00967,2024-01-18,FreshWash Dish Soap 500ml,Home Care,33,129.34,South Zone,Credit
A-00968,2024-06-30,GoldTea Premium 250g,Beverages,35,61.97,East Zone,UPI
A-00969,2023-09-20,PureBite Rice 5kg,Staples,25,794.25,North Zone,UPI
A-00970,2023-03-02,GoldTea Premium 250g,Beverages,2,355.8,South Zone,Credit
A-00971,2023-12-23,Sunrich Cooking Oil 5L,Edible Oils,35,639.02,North Zone,Card
A-00972,2023-07-02,SoftCare Body Wash 250ml,Personal Care,29,723.35,East Zone,UPI
A-00973,2024-02-23,PureBite Atta 5kg,Staples,50,764.91,South Zone,Cash
A-00974,2024-03-25,CrunchTime Biscuits 200g,Snacks,37,89.39,East Zone,Card
A-00975,2023-04-05,GoldTea Premium 250g,Beverages,28,205.58,South Zone,Card
A-00976,2023-01-06,PureBite Atta 5kg,Staples,46,190.07,North Zone,UPI
A-00977,2023-04-19,GoldTea Premium 250g,Beverages,16,247.82,West Zone,Card
A-00978,2023-04-12,FreshWash Dish Soap 500ml,Home Care,7,237.99,West Zone,Cash
A-00979,2024-04-27,SoftCare Body Wash 250ml,Personal Care,11,723.89,South Zone,UPI
A-00980,2023-04-10,CrunchTime Biscuits 200g,Snacks,7,624.37,West Zone,Credit
A-00981,2023-03-27,PureBite Atta 5kg,Staples,24,773.47,West Zone,Credit
A-00982,2024-05-23,FreshWash Detergent Powder 1kg,Home Care,40,783.82,South Zone,Credit
A-00983,2024-01-17,CrunchTime Chips 150g,Snacks,36,177.4,South Zone,Card
A-00984,2024-03-23,SoftCare Shampoo 200ml,Personal Care,33,847.38,South Zone,Card
A-00985,2023-05-01,GoldTea Green Tea 100g,Beverages,5,101.12,West Zone,Card
A-00986,2023-03-15,PureBite Atta 5kg,Staples,30,41.3,North Zone,Credit
A-00987,2023-12-19,PureBite Atta 5kg,Staples,9,213.96,West Zone,UPI
A-00988,2023-09-27,CrunchTime Chips 150g,Snacks,13,506.01,South Zone,Cash
A-00989,2023-11-03,PureBite Rice 5kg,Staples,33,89.81,North Zone,Cash
A-00990,2023-12-31,CrunchTime Biscuits 200g,Snacks,27,681.65,North Zone,Credit
A-00991,2023-11-17,PureBite Atta 5kg,Staples,46,582.36,East Zone,Credit
A-00992,2023-03-16,GoldTea Green Tea 100g,Beverages,2,98.15,West Zone,Cash
A-00993,2023-04-04,PureBite Rice 5kg,Staples,31,736.09,North Zone,UPI
A-00994,2023-08-29,CrunchTime Biscuits 200g,Snacks,41,483.88,West Zone,Card
A-00995,2024-02-29,Sunrich Cooking Oil 1L,Edible Oils,45,885.27,South Zone,Cash
A-00996,2023-12-16,FreshWash Dish Soap 500ml,Home Care,12,319.16,West Zone,Cash
A-00997,2023-11-08,CrunchTime Biscuits 200g,Snacks,32,211.3,North Zone,Card
A-00998,2023-08-26,PureBite Rice 5kg,Staples,29,644.27,East Zone,Cash
A-00999,2024-01-30,CrunchTime Chips 150g,Snacks,15,390.99,North Zone,Cash
A-01000,2023-03-31,Sunrich Cooking Oil 5L,Edible Oils,32,81.91,North Zone,Card
A-01001,2024-03-06,CrunchTime Chips 150g,Snacks,34,235.59,West Zone,Card
A-01002,2023-06-26,GoldTea Green Tea 100g,Beverages,41,433.24,West Zone,UPI
A-01003,2024-05-08,GoldTea Premium 250g,Beverages,14,504.47,East Zone,UPI
A-01004,2023-04-25,CrunchTime Biscuits 200g,Snacks,47,148.96,South Zone,Card
A-01005,2024-01-10,FreshWash Detergent Powder 1kg,Home Care,1,506.3,West Zone,Card
A-01006,2023-05-19,PureBite Atta 5kg,Staples,16,776.43,West Zone,UPI
A-01007,2024-05-19,Sunrich Cooking Oil 1L,Edible Oils,33,760.06,North Zone,Card
A-01008,2024-05-10,PureBite Atta 5kg,Staples,14,756.08,South Zone,Cash
A-01009,2023-07-14,Sunrich Cooking Oil 5L,Edible Oils,1,314.65,West Zone,Cash
A-01010,2023-04-29,CrunchTime Chips 150g,Snacks,20,105.36,South Zone,Credit
A-01011,2023-09-24,SoftCare Shampoo 200ml,Personal Care,18,845.01,West Zone,Cash
A-01012,2024-06-26,SoftCare Shampoo 200ml,Personal Care,27,126.19,South Zone,Card
A-01013,2024-06-21,PureBite Atta 5kg,Staples,43,587.95,South Zone,Credit
A-01014,2023-03-20,FreshWash Dish Soap 500ml,Home Care,12,166.38,West Zone,UPI
A-01015,2023-03-07,PureBite Atta 5kg,Staples,6,880.62,North Zone,Cash
A-01016,2024-01-14,CrunchTime Chips 150g,Snacks,49,109.12,South Zone,Credit
A-01017,2023-06-16,PureBite Rice 5kg,Staples,26,526.11,North Zone,UPI
A-01018,2023-08-25,CrunchTime Chips 150g,Snacks,26,417.99,West Zone,Credit
A-01019,2023-10-02,SoftCare Body Wash 250ml,Personal Care,28,395.14,East Zone,Credit
A-01020,2023-02-14,PureBite Atta 5kg,Staples,32,638.63,West Zone,Credit
A-01021,2023-11-12,SoftCare Body Wash 250ml,Personal Care,11,497.92,East Zone,Cash
A-01022,2023-12-23,FreshWash Detergent Powder 1kg,Home Care,29,421.82,West Zone,UPI
A-01023,2023-03-30,FreshWash Detergent Powder 1kg,Home Care,30,55.83,East Zone,UPI
A-01024,2023-01-06,GoldTea Green Tea 100g,Beverages,48,394.42,South Zone,Card
A-01025,2023-05-14,FreshWash Dish Soap 500ml,Home Care,26,324.52,West Zone,Cash
A-01026,2023-05-27,FreshWash Dish Soap 500ml,Home Care,22,633.46,North Zone,UPI
A-01027,2024-01-13,GoldTea Premium 250g,Beverages,25,829.63,South Zone,UPI
A-01028,2023-04-29,SoftCare Body Wash 250ml,Personal Care,18,193.24,South Zone,Credit
A-01029,2023-09-19,SoftCare Shampoo 200ml,Personal Care,33,713.43,North Zone,Cash
A-01030,2024-05-04,SoftCare Body Wash 250ml,Personal Care,15,445.64,East Zone,UPI
A-01031,2023-07-26,FreshWash Detergent Powder 1kg,Home Care,4,754.1,West Zone,Card
A-01032,2023-08-29,Sunrich Cooking Oil 1L,Edible Oils,7,381.94,East Zone,Cash
A-01033,2023-06-18,Sunrich Cooking Oil 1L,Edible Oils,17,789.77,South Zone,Card
A-01034,2023-05-25,SoftCare Body Wash 250ml,Personal Care,9,444.21,South Zone,UPI
A-01035,2023-03-12,Sunrich Cooking Oil 1L,Edible Oils,21,887.02,South Zone,Credit
A-01036,2024-06-02,PureBite Rice 5kg,Staples,8,159.18,South Zone,Credit
A-01037,2023-07-05,GoldTea Green Tea 100g,Beverages,34,365.78,South Zone,Card
A-01038,2023-04-08,Sunrich Cooking Oil 1L,Edible Oils,50,565.47,North Zone,Cash
A-01039,2023-08-22,FreshWash Dish Soap 500ml,Home Care,48,794.62,South Zone,Cash
A-01040,2023-02-05,SoftCare Shampoo 200ml,Personal Care,34,345.13,South Zone,Cash
A-01041,2023-03-30,GoldTea Green Tea 100g,Beverages,6,754.16,North Zone,Credit
A-01042,2023-02-18,GoldTea Premium 250g,Beverages,39,587.45,East Zone,UPI
A-01043,2023-05-02,SoftCare Body Wash 250ml,Personal Care,,555.15,South Zone,Card
A-01044,2023-01-11,FreshWash Detergent Powder 1kg,Home Care,40,700.7,North Zone,Cash
A-01045,2023-04-25,GoldTea Premium 250g,Beverages,14,785.37,North Zone,UPI
A-01046,2023-07-20,CrunchTime Chips 150g,Snacks,1,196.0,West Zone,Cash
A-01047,2023-04-20,PureBite Atta 5kg,Staples,4,108.38,East Zone,UPI
A-01048,2023-02-03,SoftCare Shampoo 200ml,Personal Care,23,449.73,South Zone,Cash
A-01049,2024-01-26,GoldTea Green Tea 100g,Beverages,44,413.7,West Zone,Card
A-01050,2023-06-03,CrunchTime Chips 150g,Snacks,31,50.79,North Zone,UPI
A-01051,2023-04-28,SoftCare Body Wash 250ml,Personal Care,41,119.72,East Zone,Card
A-01052,2024-05-26,FreshWash Dish Soap 500ml,Home Care,25,697.97,South Zone,UPI
A-01053,2023-09-11,GoldTea Premium 250g,Beverages,44,846.82,East Zone,Cash
A-01054,2024-03-28,Sunrich Cooking Oil 1L,Edible Oils,44,297.9,East Zone,UPI
A-01055,2023-04-16,Sunrich Cooking Oil 5L,Edible Oils,44,435.68,North Zone,Card
A-01056,2024-05-15,GoldTea Premium 250g,Beverages,41,595.94,West Zone,Credit
A-01057,2024-05-14,GoldTea Premium 250g,Beverages,3,439.28,West Zone,Cash
A-01058,2024-05-02,Sunrich Cooking Oil 5L,Edible Oils,40,56.74,East Zone,Card
A-01059,2023-04-15,Sunrich Cooking Oil 1L,Edible Oils,24,642.63,North Zone,Cash
A-01060,2023-12-20,Sunrich Cooking Oil 1L,Edible Oils,39,166.21,North Zone,Cash
A-01061,2023-03-31,PureBite Rice 5kg,Staples,42,867.73,East Zone,Credit
A-01062,2024-01-03,PureBite Atta 5kg,Staples,10,196.87,North Zone,Cash
A-01063,2023-04-18,CrunchTime Chips 150g,Snacks,29,793.48,East Zone,Card
A-01064,2023-08-10,SoftCare Body Wash 250ml,Personal Care,46,79.73,South Zone,Cash
A-01065,2024-05-18,CrunchTime Biscuits 200g,Snacks,25,845.12,North Zone,UPI
A-01066,2024-05-19,CrunchTime Biscuits 200g,Snacks,47,815.95,East Zone,UPI
A-01067,2024-03-06,SoftCare Body Wash 250ml,Personal Care,37,276.99,East Zone,Card
A-01068,2023-10-05,GoldTea Green Tea 100g,Beverages,43,365.86,West Zone,Cash
A-01069,2024-05-12,GoldTea Premium 250g,Beverages,7,113.8,South Zone,UPI
A-01070,2023-08-01,CrunchTime Chips 150g,Snacks,28,454.8,South Zone,Cash
A-01071,2024-06-07,GoldTea Premium 250g,Beverages,19,772.36,West Zone,Credit
A-01072,2024-01-27,PureBite Atta 5kg,Staples,2,621.08,North Zone,UPI
A-01073,2023-09-05,PureBite Atta 5kg,Staples,24,176.06,East Zone,Credit
A-01074,2023-10-29,CrunchTime Chips 150g,Snacks,48,602.32,South Zone,UPI
A-01075,2023-09-30,CrunchTime Biscuits 200g,Snacks,5,696.79,West Zone,Credit
A-01076,2023-05-30,Sunrich Cooking Oil 5L,Edible Oils,4,347.75,North Zone,Credit
A-01077,2023-12-14,PureBite Atta 5kg,Staples,4,333.24,East Zone,Card
A-01078,2024-04-19,Sunrich Cooking Oil 5L,Edible Oils,35,471.37,South Zone,UPI
A-01079,2023-09-08,Sunrich Cooking Oil 1L,Edible Oils,47,766.7,North Zone,Card
A-01080,2024-01-09,CrunchTime Chips 150g,Snacks,24,493.14,,Card
A-01081,2023-03-18,PureBite Atta 5kg,Staples,47,603.32,West Zone,Cash
A-01082,2023-01-15,CrunchTime Biscuits 200g,Snacks,31,897.47,South Zone,Card
A-01083,2024-01-14,PureBite Rice 5kg,Staples,34,175.39,South Zone,UPI
A-01084,2023-12-13,PureBite Atta 5kg,Staples,43,519.65,North Zone,UPI
A-01085,2023-03-02,FreshWash Dish Soap 500ml,Home Care,19,454.0,North Zone,Cash
A-01086,2024-02-02,CrunchTime Chips 150g,Snacks,12,348.47,East Zone,Cash
A-01087,2023-10-11,SoftCare Body Wash 250ml,Personal Care,36,435.74,West Zone,Card
A-01088,2023-03-02,Sunrich Cooking Oil 5L,Edible Oils,26,411.6,West Zone,Card
A-01089,2023-09-24,PureBite Atta 5kg,Staples,36,165.61,West Zone,Cash
A-01090,2024-06-17,SoftCare Shampoo 200ml,Personal Care,21,386.04,East Zone,Cash
A-01091,2023-12-26,FreshWash Detergent Powder 1kg,Home Care,50,511.77,South Zone,UPI
A-01092,2023-11-04,GoldTea Green Tea 100g,Beverages,12,837.43,West Zone,Card
A-01093,2023-12-05,GoldTea Premium 250g,Beverages,43,463.0,East Zone,Card
A-01094,2024-03-15,PureBite Rice 5kg,Staples,40,601.1,West Zone,Cash
A-01095,2023-12-16,GoldTea Green Tea 100g,Beverages,12,567.11,South Zone,Card
A-01096,2023-09-15,SoftCare Body Wash 250ml,Personal Care,10,642.55,North Zone,Cash
A-01097,2024-03-27,CrunchTime Chips 150g,Snacks,49,604.68,North Zone,UPI
A-01098,2024-02-14,Sunrich Cooking Oil 5L,Edible Oils,41,103.82,North Zone,UPI
A-01099,2023-05-12,GoldTea Premium 250g,Beverages,2,220.49,North Zone,Card
A-01100,2023-01-26,SoftCare Body Wash 250ml,Personal Care,11,760.83,South Zone,Card
A-01101,2024-03-22,CrunchTime Chips 150g,Snacks,18,572.87,South Zone,Credit
A-01102,2023-10-15,SoftCare Body Wash 250ml,Personal Care,18,214.05,West Zone,UPI
A-01103,2023-06-09,Sunrich Cooking Oil 1L,Edible Oils,5,219.75,East Zone,Cash
A-01104,2023-07-28,CrunchTime Biscuits 200g,Snacks,49,743.56,West Zone,Card
A-01105,2023-05-22,Sunrich Cooking Oil 1L,Edible Oils,15,226.57,North Zone,Cash
A-01106,2023-11-24,GoldTea Green Tea 100g,Beverages,8,482.29,West Zone,Cash
A-01107,2023-12-22,Sunrich Cooking Oil 1L,Edible Oils,25,799.31,North Zone,UPI
A-01108,2023-02-25,PureBite Atta 5kg,Staples,49,365.45,South Zone,Cash
A-01109,2023-01-23,CrunchTime Chips 150g,Snacks,33,54.73,South Zone,Card
A-01110,2023-06-30,CrunchTime Biscuits 200g,Snacks,43,414.93,North Zone,Credit
A-01111,2024-05-02,Sunrich Cooking Oil 1L,Edible Oils,14,758.21,North Zone,Card
A-01112,2023-02-13,CrunchTime Chips 150g,Snacks,38,438.9,West Zone,Card
A-01113,2023-10-30,Sunrich Cooking Oil 5L,Edible Oils,46,407.03,West Zone,Cash
A-01114,2023-09-02,CrunchTime Chips 150g,Snacks,49,517.43,East Zone,Credit
A-01115,2023-01-16,FreshWash Detergent Powder 1kg,Home Care,22,496.59,West Zone,Credit
A-01116,2023-08-10,SoftCare Shampoo 200ml,Personal Care,42,761.29,North Zone,Cash
A-01117,2023-08-19,CrunchTime Biscuits 200g,Snacks,9,115.81,North Zone,Card
A-01118,2024-01-04,SoftCare Shampoo 200ml,Personal Care,39,62.15,North Zone,Credit
A-01119,2024-03-29,PureBite Rice 5kg,Staples,46,135.91,North Zone,Credit
A-01120,2023-07-07,Sunrich Cooking Oil 5L,Edible Oils,34,503.75,East Zone,Credit
A-01121,2024-06-10,SoftCare Body Wash 250ml,Personal Care,12,217.91,South Zone,Credit
A-01122,2024-02-13,SoftCare Body Wash 250ml,Personal Care,26,51.7,South Zone,Credit
A-01123,2023-01-13,PureBite Atta 5kg,Staples,48,464.26,South Zone,UPI
A-01124,2023-04-05,FreshWash Detergent Powder 1kg,Home Care,14,839.99,South Zone,UPI
A-01125,2023-10-06,CrunchTime Biscuits 200g,Snacks,10,76.11,East Zone,Card
A-01126,2023-04-24,SoftCare Body Wash 250ml,Personal Care,36,240.57,North Zone,Cash
A-01127,2023-07-05,CrunchTime Biscuits 200g,Snacks,29,306.13,South Zone,Credit
A-01128,2023-02-08,FreshWash Detergent Powder 1kg,Home Care,5,495.57,East Zone,Credit
A-01129,2023-10-12,PureBite Rice 5kg,Staples,2,697.78,North Zone,Credit
A-01130,2024-05-04,PureBite Rice 5kg,Staples,43,170.61,South Zone,Cash
A-01131,2023-02-08,PureBite Atta 5kg,Staples,24,825.02,South Zone,Card
A-01132,2023-09-28,Sunrich Cooking Oil 1L,Edible Oils,11,206.46,North Zone,Cash
A-01133,2024-03-30,CrunchTime Biscuits 200g,Snacks,31,151.69,North Zone,Credit
A-01134,2023-03-08,Sunrich Cooking Oil 5L,Edible Oils,11,465.28,South Zone,Card
A-01135,2023-01-25,FreshWash Dish Soap 500ml,Home Care,47,208.62,East Zone,Cash
A-01136,2023-10-21,GoldTea Green Tea 100g,Beverages,6,349.69,East Zone,Card
A-01137,2023-09-26,CrunchTime Chips 150g,Snacks,47,862.0,South Zone,Card
A-01138,2023-10-01,Sunrich Cooking Oil 1L,Edible Oils,10,583.37,,UPI
A-01139,2024-06-06,CrunchTime Biscuits 200g,Snacks,48,705.47,South Zone,UPI
A-01140,2024-04-22,SoftCare Body Wash 250ml,Personal Care,14,178.89,East Zone,Cash
A-01141,2023-04-26,CrunchTime Biscuits 200g,Snacks,49,47.5,West Zone,Credit
A-01142,2023-06-24,CrunchTime Biscuits 200g,Snacks,40,423.45,West Zone,Card
A-01143,2023-09-19,SoftCare Shampoo 200ml,Personal Care,2,100.5,South Zone,Cash
A-01144,2023-11-28,SoftCare Body Wash 250ml,Personal Care,26,815.63,South Zone,Credit
A-01145,2024-05-22,CrunchTime Biscuits 200g,Snacks,14,859.03,South Zone,UPI
A-01146,2024-06-14,CrunchTime Biscuits 200g,Snacks,41,532.9,North Zone,Credit
A-01147,2023-10-20,GoldTea Green Tea 100g,Beverages,30,92.65,East Zone,Credit
A-01148,2023-09-21,CrunchTime Chips 150g,Snacks,27,786.58,West Zone,UPI
A-01149,2023-04-24,CrunchTime Biscuits 200g,Snacks,23,625.56,North Zone,Cash
A-01150,2023-07-16,Sunrich Cooking Oil 5L,Edible Oils,16,521.07,East Zone,Cash
A-01151,2023-12-15,Sunrich Cooking Oil 5L,Edible Oils,38,250.11,South Zone,Card
A-01152,2023-04-05,SoftCare Body Wash 250ml,Personal Care,37,192.44,South Zone,Credit
A-01153,2023-09-30,Sunrich Cooking Oil 5L,Edible Oils,29,613.76,South Zone,UPI
A-01154,2023-02-23,GoldTea Green Tea 100g,Beverages,49,506.15,West Zone,UPI
A-01155,2023-05-03,PureBite Atta 5kg,Staples,27,773.75,South Zone,Cash
A-01156,2023-03-06,PureBite Rice 5kg,Staples,50,346.48,North Zone,Credit
A-01157,2024-03-31,SoftCare Shampoo 200ml,Personal Care,21,432.04,East Zone,UPI
A-01158,2023-09-04,Sunrich Cooking Oil 5L,Edible Oils,35,770.46,South Zone,UPI
A-01159,2023-11-07,CrunchTime Biscuits 200g,Snacks,21,893.57,West Zone,Cash
A-01160,2024-04-29,Sunrich Cooking Oil 1L,Edible Oils,39,258.12,South Zone,Cash
A-01161,2023-02-13,FreshWash Detergent Powder 1kg,Home Care,8,641.1,West Zone,Card
A-01162,2023-05-04,SoftCare Shampoo 200ml,Personal Care,6,445.67,East Zone,Card
A-01163,2024-03-10,PureBite Rice 5kg,Staples,3,543.1,South Zone,UPI
A-01164,2023-06-26,SoftCare Body Wash 250ml,Personal Care,14,372.37,North Zone,UPI
A-01165,2024-05-19,CrunchTime Biscuits 200g,Snacks,14,547.84,East Zone,UPI
A-01166,2023-06-03,SoftCare Body Wash 250ml,Personal Care,1,376.6,South Zone,Cash
A-01167,2024-06-12,PureBite Rice 5kg,Staples,30,797.79,North Zone,Cash
A-01168,2023-12-29,GoldTea Premium 250g,Beverages,27,309.68,South Zone,Credit
A-01169,2024-05-27,FreshWash Dish Soap 500ml,Home Care,47,307.35,East Zone,Card
A-01170,2023-11-24,SoftCare Shampoo 200ml,Personal Care,34,794.58,South Zone,Credit
A-01171,2024-02-29,GoldTea Green Tea 100g,Beverages,24,438.87,West Zone,UPI
A-01172,2023-12-15,Sunrich Cooking Oil 1L,Edible Oils,4,212.53,South Zone,Credit
A-01173,2023-11-22,PureBite Atta 5kg,Staples,27,233.96,North Zone,UPI
A-01174,2023-10-28,FreshWash Dish Soap 500ml,Home Care,49,656.07,East Zone,Card
A-01175,2023-02-22,PureBite Atta 5kg,Staples,2,511.63,North Zone,UPI
A-01176,2023-03-21,PureBite Rice 5kg,Staples,10,571.79,South Zone,Card
A-01177,2023-08-06,Sunrich Cooking Oil 1L,Edible Oils,36,662.59,South Zone,Card
A-01178,2023-03-10,Sunrich Cooking Oil 5L,Edible Oils,19,171.49,South Zone,Card
A-01179,2023-01-02,GoldTea Premium 250g,Beverages,7,767.12,East Zone,UPI
A-01180,2023-07-23,CrunchTime Biscuits 200g,Snacks,47,148.43,West Zone,UPI
A-01181,2023-05-09,PureBite Rice 5kg,Staples,46,138.3,North Zone,Credit
A-01182,2023-01-25,CrunchTime Biscuits 200g,Snacks,46,837.61,South Zone,UPI
A-01183,2024-01-05,PureBite Rice 5kg,Staples,29,47.98,South Zone,Credit
A-01184,2024-05-16,CrunchTime Biscuits 200g,Snacks,30,701.2,North Zone,Card
A-01185,2023-11-16,GoldTea Green Tea 100g,Beverages,26,65.28,South Zone,Credit
A-01186,2023-04-11,Sunrich Cooking Oil 5L,Edible Oils,34,226.24,West Zone,Credit
A-01187,2023-12-21,CrunchTime Chips 150g,Snacks,32,601.71,North Zone,Cash
A-01188,2023-05-18,GoldTea Premium 250g,Beverages,43,165.53,South Zone,Card
A-01189,2023-09-18,PureBite Rice 5kg,Staples,50,664.6,West Zone,UPI
A-01190,2023-01-14,Sunrich Cooking Oil 5L,Edible Oils,20,706.45,East Zone,Cash
A-01191,2023-04-30,Sunrich Cooking Oil 5L,Edible Oils,5,812.57,East Zone,Card
A-01192,2023-07-05,SoftCare Shampoo 200ml,Personal Care,10,648.1,West Zone,Credit
A-01193,2023-04-29,Sunrich Cooking Oil 5L,Edible Oils,27,92.38,South Zone,Card
A-01194,2023-02-01,CrunchTime Biscuits 200g,Snacks,21,491.76,North Zone,Card
A-01195,2024-01-17,Sunrich Cooking Oil 5L,Edible Oils,38,451.58,North Zone,Card
A-01196,2023-04-25,CrunchTime Biscuits 200g,Snacks,2,708.77,South Zone,UPI
A-01197,2024-03-23,Sunrich Cooking Oil 1L,Edible Oils,39,442.7,East Zone,Credit
A-01198,2024-02-13,SoftCare Shampoo 200ml,Personal Care,9,888.7,East Zone,Credit
A-01199,2023-08-25,PureBite Rice 5kg,Staples,47,211.67,North Zone,Card
A-01200,2023-04-04,PureBite Rice 5kg,Staples,8,57.92,North Zone,UPI
A-01201,2023-01-30,Sunrich Cooking Oil 5L,Edible Oils,39,425.17,North Zone,Card
A-01202,2023-01-13,GoldTea Green Tea 100g,Beverages,10,48.52,West Zone,Credit
A-01203,2023-12-08,FreshWash Dish Soap 500ml,Home Care,17,200.38,West Zone,Credit
